Fase,Banco,Tipo de tronadura,Tipo Material,M,Dominio Estructural,Diámetro,BxS,Tiempo entre Pozos Filas ms,Fc,Tipo Explosivo,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,Este,Norte,Cota,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.63,1.10,1.57,2.13,2.48,2.83,3.35,3.94,4.53,5.91,59481.3,91823.3,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,0.71,1.46,2.17,2.72,3.23,3.86,4.65,5.16,5.87,9.09,59045.4,90174.4,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.67,0.91,1.18,1.61,2.20,2.80,3.50,4.84,7.64,11.34,59466.0,91820.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,1.26,2.01,2.64,3.11,3.58,4.25,4.76,5.51,6.30,9.49,59062.0,90164.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.67,1.02,1.46,1.93,2.40,3.03,3.74,4.45,5.75,8.82,59444.8,91803.7,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,0.91,1.42,1.97,2.60,3.27,3.78,4.45,5.35,6.73,9.49,59076.1,90226.7,2870.0,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.16,0.55,0.79,1.06,1.42,1.97,2.76,3.90,5.04,8.78,59406.6,91773.6,3455.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.31,0.59,0.87,1.42,2.32,3.27,4.29,5.35,7.09,11.77,58979.8,91502.4,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,0.12,0.43,0.94,1.85,2.91,3.94,4.92,6.02,7.52,11.77,59128.8,90224.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.08,0.31,0.67,1.02,1.69,2.56,3.43,4.41,5.87,12.24,59392.7,91758.5,3455.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.08,0.12,0.39,1.10,2.40,3.54,4.65,5.94,9.61,12.01,58991.3,91477.5,3470.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.43,0.67,0.94,1.30,1.73,2.13,2.64,3.46,4.45,6.73,59354.1,91746.0,3455.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.79,1.10,1.46,1.81,2.24,2.72,3.23,3.86,4.96,8.19,59222.5,91662.7,3455.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.47,0.75,1.02,1.38,1.73,2.13,2.68,3.46,4.69,7.40,59333.0,91731.7,3455.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.35,0.59,0.91,1.34,1.81,2.32,2.87,3.58,4.69,7.91,59246.7,91678.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,0.12,0.39,0.71,1.50,2.60,3.58,4.65,5.59,7.60,11.46,59154.6,90248.4,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.51,0.71,0.91,1.18,1.61,2.20,2.87,3.82,5.31,7.52,59300.3,971.9,3455.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.24,0.51,0.79,1.18,1.69,2.28,2.87,3.58,4.57,11.34,59259.2,91680.3,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,0.47,0.75,1.34,1.97,2.80,3.66,4.57,5.43,6.14,7.44,59019.5,90285.1,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.51,0.79,1.06,1.42,1.89,2.48,3.19,3.94,4.76,9.84,59307.9,91694.4,3455.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.08,0.20,0.35,0.55,0.94,1.69,2.40,3.50,4.84,9.92,59057.7,91452.9,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,0.12,0.35,0.67,0.94,1.57,2.72,4.09,6.02,8.86,15.71,59007.0,90313.3,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.31,0.55,0.79,1.10,1.46,2.01,2.68,3.58,5.35,8.78,59335.7,91677.8,3455.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.16,0.47,0.71,1.02,1.69,2.48,3.19,3.94,4.72,10.00,58998.5,91449.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,0.12,0.35,0.59,1.61,2.56,3.70,4.69,5.95,7.48,12.13,59005.9,90354.3,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.59,1.10,1.54,1.93,2.24,2.56,2.95,3.78,5.00,6.57,59249.0,91628.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,1.14,1.77,2.13,2.48,3.15,3.54,4.37,5.39,6.10,7.95,59013.0,90382.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,180,B,0.67,1.06,1.57,2.01,2.40,2.87,3.27,3.66,4.49,6.97,59448.0,91746.0,3455.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.67,1.10,1.61,2.01,2.48,2.95,3.62,4.25,4.92,6.85,59047.0,91430.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,1.22,1.85,2.52,3.23,3.78,4.37,4.88,5.47,6.54,11.14,59080.0,90255.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,180,B,0.59,0.98,1.42,1.85,2.24,2.56,3.31,4.17,5.31,8.11,59498.0,91760.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,1.02,1.77,2.56,3.19,3.74,4.17,4.92,5.71,6.69,12.64,59080.0,90303.0,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,1.02,1.65,2.28,2.87,3.43,4.13,4.84,5.91,7.40,11.26,59015.0,90438.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,148,B,0.63,1.34,1.93,2.40,3.03,3.66,4.17,4.57,6.69,9.84,59457.0,91685.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,0.67,1.77,2.52,3.19,3.90,4.41,5.20,6.14,7.68,8.58,59077.0,90318.0,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,0.94,1.50,2.09,2.87,3.58,4.25,4.92,5.87,7.40,12.76,59019.0,90467.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,148,B,0.57,1.20,1.74,2.16,2.73,3.30,3.76,4.11,6.02,8.86,59484.0,91672.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,0.61,1.61,2.29,2.90,3.55,4.01,4.73,5.59,6.99,7.81,59027.0,90786.0,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,0.98,1.42,1.85,2.52,3.27,4.09,5.08,6.06,8.31,13.03,59072.0,90411.0,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.79,1.46,2.28,3.03,3.70,4.37,5.12,5.94,7.20,13.03,59010.0,90550.0,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,547,B,0.39,0.67,0.94,1.65,2.76,3.82,5.08,6.06,7.76,11.14,59068.0,90467.0,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.39,0.71,1.50,2.24,3.15,3.86,4.84,5.91,7.68,9.02,59027.0,90606.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,148,B,0.75,1.30,1.97,2.52,2.99,3.62,4.17,4.72,5.94,9.84,59528.0,91739.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.12,0.35,0.55,0.91,2.17,3.35,4.69,6.14,7.72,15.20,59069.4,90525.4,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.24,0.55,0.87,1.26,2.05,2.99,4.37,5.79,7.32,10.87,59056.8,90628.4,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.28,0.39,0.59,0.98,1.50,2.09,2.72,3.94,5.63,9.13,59224.9,91618.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.12,0.47,0.75,1.06,1.77,2.95,4.37,5.98,8.50,11.97,59056.2,90571.8,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.16,0.51,0.83,1.14,1.65,2.56,3.86,5.35,8.35,18.27,59108.4,90640.9,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,148,B,0.16,0.43,0.59,0.87,1.22,2.05,2.99,4.21,5.98,9.72,59514.1,91686.6,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.12,0.35,0.59,0.79,1.18,1.81,3.27,6.02,9.65,18.23,59048.6,90597.2,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,492,B,0.43,0.79,1.06,1.57,2.40,3.31,4.33,5.59,7.52,14.72,59147.7,90666.7,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,148,B,0.08,0.08,0.12,0.31,0.67,1.77,2.83,4.17,6.42,13.11,59561.6,91781.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.12,0.12,0.16,0.47,0.83,1.65,3.86,6.04,10.16,15.08,59100.5,90546.3,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.12,0.47,0.67,1.02,1.81,2.83,4.13,5.47,6.69,10.94,59153.5,90632.5,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.31,0.47,0.59,0.79,1.06,1.57,2.40,3.58,5.24,7.48,59573.7,91819.4,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.31,0.67,1.10,1.73,2.64,3.58,4.72,5.91,8.23,13.50,59128.7,90531.9,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.75,1.06,1.42,1.85,2.52,3.43,4.33,5.47,7.13,12.01,59161.4,90600.9,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,148,B,0.12,0.43,0.71,1.02,1.50,2.32,3.31,4.41,5.83,11.26,59591.5,91752.1,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.12,0.39,0.63,1.06,1.97,2.95,4.13,5.83,8.11,14.06,59075.0,90608.7,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,148,B,0.43,0.71,1.02,1.50,2.01,2.60,3.19,4.06,5.35,9.84,59559.2,91677.8,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,520,B,0.12,0.39,0.67,1.06,1.93,3.03,4.29,5.79,8.11,14.06,59151.0,90526.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,148,B,0.31,0.55,0.87,1.34,1.89,2.40,3.07,4.06,5.35,9.84,59512.0,9645.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,0.94,1.61,2.20,2.83,3.31,3.78,4.37,5.28,6.89,8.19,59094.0,90200.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,148,B,0.59,0.79,1.06,1.38,1.77,2.36,2.99,3.78,5.24,8.31,59456.0,91618.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.51,0.94,1.46,2.20,3.03,3.94,4.96,5.94,7.80,12.24,59116.0,90308.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,123,B,0.67,0.94,1.26,1.69,2.24,2.95,3.58,4.65,7.05,10.59,59404.0,91644.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.91,1.34,1.73,2.28,2.95,3.70,4.57,5.83,7.48,9.88,59110.0,90429.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,123,B,0.67,0.91,1.18,1.54,2.01,2.40,2.91,3.54,4.41,6.81,59367.0,91639.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.55,0.98,1.65,2.44,3.15,3.90,4.57,5.94,7.68,9.57,59131.0,90372.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,123,B,0.75,1.18,1.69,2.32,2.80,3.27,3.82,4.49,5.28,7.52,59331.0,91613.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.91,1.22,1.65,2.24,2.99,3.62,4.45,5.67,8.19,14.57,59122.0,90439.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,123,B,0.55,0.87,1.34,1.85,2.48,3.11,3.86,4.33,5.63,9.69,59288.0,91603.0,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.87,1.57,2.32,2.87,3.35,3.98,4.76,5.55,7.01,9.41,59145.0,90353.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,123,B,0.83,1.57,2.20,2.68,3.19,3.58,3.94,4.45,5.20,8.62,59388.0,91612.0,3455.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.75,0.98,1.34,1.93,2.48,3.03,3.46,3.98,4.88,8.58,59260.0,91476.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.87,1.57,2.32,2.87,3.35,3.98,4.76,5.55,7.01,9.41,59154.0,90376.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,123,B,0.83,1.57,2.20,2.68,3.19,3.58,3.94,4.45,5.20,8.62,59249.0,91573.0,3455.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.75,0.98,1.34,1.93,2.48,3.03,3.46,3.98,4.88,8.58,59296.0,91493.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.12,0.39,0.71,1.10,1.73,2.72,4.21,5.43,7.56,15.83,59144.1,90304.1,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.35,0.63,0.94,1.34,1.85,2.48,3.27,4.37,5.91,9.53,59296.3,91428.9,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.20,0.51,0.83,1.22,1.77,2.64,3.82,5.39,7.28,10.28,59153.8,90421.9,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.63,0.91,1.14,1.46,1.85,2.44,3.15,4.21,6.38,11.69,59337.7,91439.7,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.39,0.51,0.79,1.18,1.93,3.19,4.29,5.55,7.09,12.20,59139.8,90261.4,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.35,0.59,0.87,1.22,1.97,3.07,4.41,5.75,7.72,11.57,59115.0,90502.0,2870.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,499,B,0.12,0.31,0.51,0.71,0.91,2.28,4.45,6.06,8.39,14.96,59026.0,90270.7,2855.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.31,0.43,0.59,0.94,1.57,2.52,3.46,4.33,5.39,10.75,59375.6,91446.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.39,0.51,0.83,1.30,2.01,3.19,4.45,5.59,6.85,10.59,59152.7,90261.1,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.31,0.55,0.87,1.46,2.24,3.15,4.37,5.43,7.32,12.83,59156.2,90489.0,2870.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,499,B,0.35,0.75,1.30,2.09,2.83,3.70,4.57,6.09,7.83,12.36,59014.7,90303.5,2855.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.31,0.55,0.79,1.10,1.50,1.97,2.64,3.66,5.31,8.15,59413.9,91460.9,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.39,0.71,1.10,1.61,2.36,3.23,4.29,5.47,7.48,13.50,59167.9,90310.6,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,0.71,1.10,1.54,2.01,2.80,3.74,4.69,5.75,7.40,11.22,59164.7,90479.8,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.51,0.83,1.10,1.46,1.85,2.44,3.11,3.82,5.24,8.54,59447.2,91457.7,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.43,0.71,0.98,1.34,1.85,2.36,2.95,3.78,5.24,7.83,59316.7,91475.6,3470.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.47,0.67,0.91,1.22,1.65,2.20,2.80,3.70,5.31,9.69,59250.8,91682.1,3455.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.47,0.67,0.91,1.18,1.57,2.17,2.76,3.46,4.69,9.33,59361.2,91481.4,3470.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.51,0.79,1.10,1.50,1.97,2.52,3.23,3.94,5.39,7.83,59231.4,91665.3,3455.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.71,1.77,2.44,3.15,3.66,4.37,4.96,5.67,7.48,10.04,59057.0,90151.0,2855.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.43,0.71,0.98,1.34,1.85,2.36,2.95,3.78,5.24,7.83,59213.0,91669.0,3455.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.55,1.06,1.85,2.48,3.19,3.90,4.72,5.79,7.17,9.69,59077.0,90192.0,2855.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.47,0.71,0.98,1.50,2.05,2.56,3.23,3.94,5.39,8.70,59197.0,91634.0,3455.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.69,1.72,2.37,3.06,3.55,4.24,4.81,5.50,7.26,9.74,58991.0,90107.0,2855.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,152,B,0.41,0.67,0.94,1.27,1.76,2.24,2.81,3.59,4.97,7.44,59173.0,91599.0,3455.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.94,1.46,2.05,2.60,3.19,3.90,4.53,5.51,7.95,14.13,58994.0,91142.0,2855.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,548,B,1.10,1.50,1.93,2.48,3.15,3.90,4.92,5.79,7.44,13.98,59190.0,90370.0,2870.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.87,1.26,1.61,2.09,2.72,3.35,4.17,5.75,7.76,15.24,59002.0,90168.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,188,C,0.12,0.35,0.63,1.22,1.73,2.20,2.68,3.62,4.88,8.23,59014.0,91358.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,188,B,1.02,1.57,1.93,2.24,2.60,2.95,3.46,3.90,4.69,6.06,59120.0,91371.0,3470.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.63,2.17,2.83,3.46,3.90,4.41,5.00,5.83,6.73,7.99,59001.0,90206.0,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,1.50,2.32,2.80,3.23,3.74,4.21,4.76,5.79,6.30,7.99,59026.0,90421.0,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.63,0.98,1.46,2.09,2.87,3.74,4.61,5.63,7.48,11.34,58988.8,90240.2,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,0.83,1.18,1.57,2.05,2.76,3.70,4.57,5.75,7.56,11.54,59060.5,90373.3,2855.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,188,B,0.24,0.39,0.55,0.87,1.34,1.93,2.80,3.82,4.92,7.99,59203.6,91461.8,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.43,0.75,1.02,1.34,1.73,2.28,2.91,3.66,4.88,8.54,59432.0,91529.4,3470.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.35,0.63,1.06,1.61,2.64,3.66,4.49,5.63,7.05,11.14,59006.7,90257.5,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,0.31,0.47,0.79,1.26,2.24,3.27,4.45,5.35,7.68,12.32,59060.1,90358.4,2855.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,134,C,0.31,0.55,0.79,1.10,1.50,1.97,2.64,3.66,5.31,8.15,59407.5,91504.0,3470.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.31,0.67,1.10,1.69,2.48,3.31,4.25,5.28,6.93,11.77,59033.1,90254.5,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,0.31,0.55,0.75,1.14,1.81,2.87,4.13 in,5.67,7.28,14.09,59069.5,90338.9,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,0.08,0.47,0.87,1.42,2.28,3.31,4.37,5.79,8.23,11.57,59045.9,90340.9,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,0.39,0.75,0.98,1.30,1.69,2.36,3.46,5.39,7.68,13.50,59063.9,90323.0,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.47,0.75,1.02,1.38,1.85,2.52,3.43,5.68,7.83,15.24,58948.3,90256.1,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,526,B,0.51,0.79,1.06,1.38,1.85,2.44,3.27,5.31,7.83,15.24,59022.7,90282.1,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,0.47,0.79,1.06,1.38,1.73,2.32,3.39,5.35,7.48,13.50,59055.1,90295.5,2855.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,0.35,0.63,0.94,1.38,1.97,2.76,3.94,5.67,8.27,15.83,59005.2,90307.4,2855.0,
Stage 2,3455,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,123,B,0.79,1.02,1.26,1.54,1.85,2.28,2.91,3.62,4.76,8.54,59391.9,91603.9,3455.0,
Stage 2,3455,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,123,B,0.67,1.06,1.57,2.01,2.40,2.87,3.27,3.66,4.49,6.97,59324.0,91575.0,3455.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,0.61,1.61,2.29,2.90,3.55,4.01,4.73,5.59,6.99,7.81,58993.0,90331.0,2855.0,
Stage 2,3455,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,123,B,0.28,0.59,1.10,1.73,2.20,2.68,3.19,3.74,4.41,7.20,59228.0,9548.0,3455.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,0.39,0.75,1.69,2.56,3.54,4.06,4.69,5.59,6.57,9.02,58992.0,90362.0,2885.0,
Stage 2,3455,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,123,B,0.55,0.91,1.38,1.81,2.17,2.60,3.03,3.86,4.61,7.48,59178.0,91562.0,3455.0,
Stage 4,2855,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,499,C,1.46,2.44,3.03,3.58,4.13,4.65,5.08,5.79,6.65,10.24,58997.0,90393.0,2885.0,
